25512107,xqrsrvvs,Metallurgical Engineering,Application
32299060,qwqzzsst,Mechanical Engineering,Application
27494284,uysuzuxs,Chemical Engineering,Application
3607416,wruxqwt,Electrical and Electronic Engineering,Operating System
40979482,syuzxzqu,Electronic and Communication Engineering,Application
99473506,wqvtxuzz,Electronic and Communication Engineering,Application
89529517,xrvzsvzy,Civil Engineering,Operating System
51955059,zvqvvzrv,Civil Engineering,Machine Learning
92035088,yyqvtqsz,Mechanical Engineering,Operating System
83938668,ywwytzty,Civil Engineering,DataBase Management System
64220960,qwzqssuw,Electronic and Communication Engineering,DataBase Management System
19190116,wrrqzrzr,Civil Engineering,Machine Learning
55566735,vtxwwvvv,Chemical Engineering,Machine Learning
41444590,qzvuuuru,Civil Engineering,Application
70952875,vxysvzqx,Mechanical Engineering,Application
44477480,qyuxxuuu,Computer Science and Engineering,Machine Learning
66279662,swwzxsww,Electronic and Communication Engineering,DataBase Management System
49058408,yquyvqzu,Chemical Engineering,Application
81758519,zrvyvxry,Civil Engineering,Operating System
89434855,vvyutuzy,Mechanical Engineering,DataBase Management System
31641767,xwxruwrt,Civil Engineering,DataBase Management System
48563786,wyxtwvyu,Electrical and Electronic Engineering,Machine Learning
78061285,vysrwqyx,Metallurgical Engineering,DataBase Management System
4412880,qyysruu,Civil Engineering,DataBase Management System
12970333,tttqxzsr,Electronic and Communication Engineering,Operating System
61753544,uuvtvxrw,Civil Engineering,Operating System
19937627,xswxtzzr,Computer Science and Engineering,DataBase Management System
14956538,ytvwvzur,Civil Engineering,Application
67613388,yyttrwxw,Civil Engineering,Application
35380826,wsyqytvt,Electronic and Communication Engineering,DataBase Management System
16481354,uvtryuwr,Chemical Engineering,Operating System
93133299,zzsttrtz,Mechanical Engineering,Operating System
93262370,qxtswstz,Electronic and Communication Engineering,Operating System
31203092,szqtqsrt,Electrical and Electronic Engineering,DataBase Management System
73728157,xvrysxtx,Civil Engineering,Application
41543138,ytrtuvru,Electrical and Electronic Engineering,Application
15225965,vwzvssvr,Chemical Engineering,Machine Learning
50604407,xquuqwqv,Computer Science and Engineering,Machine Learning
48531678,yxwrtvyu,Computer Science and Engineering,Operating System
64355826,wsyvvtuw,Electrical and Electronic Engineering,DataBase Management System
70269583,tyvzwsqx,Mechanical Engineering,Operating System
87909679,zxwzqzxy,Electronic and Communication Engineering,Application
57917029,zsqxrzxv,Metallurgical Engineering,Operating System
78512956,wvzsrvyx,Mechanical Engineering,Application
20869456,wvuzwyqs,Civil Engineering,DataBase Management System
74998422,ssuyzzux,Mechanical Engineering,DataBase Management System
14078782,syxyxqur,Metallurgical Engineering,Machine Learning
36553005,vqqtvvwt,Civil Engineering,Machine Learning
85809458,yvuzqyvy,Computer Science and Engineering,Machine Learning
9463754,uvxtwuz,Computer Science and Engineering,Operating System
85041330,qttruqvy,Computer Science and Engineering,DataBase Management System
25337575,vxvxttvs,Civil Engineering,Machine Learning
77895506,wqvvzyxx,Chemical Engineering,DataBase Management System
84163624,uswtwruy,Civil Engineering,Machine Learning
133590,qzvttr,Civil Engineering,DataBase Management System
19370870,qxyqxtzr,Mechanical Engineering,Operating System
76474827,xsyuxuwx,Metallurgical Engineering,Operating System
33256173,txrwvstt,Mechanical Engineering,Application
48257893,tzyxvsyu,Electronic and Communication Engineering,Machine Learning
87144374,uxtuurxy,Civil Engineering,Machine Learning
15484569,zwvuyuvr,Metallurgical Engineering,Application
18167312,srtxwryr,Mechanical Engineering,DataBase Management System
84222484,uyusssuy,Metallurgical Engineering,DataBase Management System
8071411,rrurxqy,Chemical Engineering,DataBase Management System
99188442,suuyyrzz,Metallurgical Engineering,Application
83498095,vzqyzuty,Electrical and Electronic Engineering,Machine Learning
12317510,qrvxrtsr,Electrical and Electronic Engineering,Operating System
56904332,sttuqzwv,Electrical and Electronic Engineering,Machine Learning
25613815,vrytrwvs,Chemical Engineering,Operating System
60353413,trutvtqw,Electronic and Communication Engineering,DataBase Management System
8760897,xzyqwxy,Civil Engineering,Application
17725013,trqvsxxr,Computer Science and Engineering,Application
25138405,vquytrvs,Metallurgical Engineering,DataBase Management System
83198142,suryzrty,Electrical and Electronic Engineering,DataBase Management System
43035807,xqyvtqtu,Computer Science and Engineering,Operating System
61715696,wzwvrxrw,Computer Science and Engineering,DataBase Management System
98166441,ruuwwryz,Chemical Engineering,Machine Learning
98860832,styqwyyz,Civil Engineering,Application
83033912,srzttqty,Electronic and Communication Engineering,DataBase Management System
30113738,ytxtrrqt,Mechanical Engineering,DataBase Management System
41039436,wtuztqru,Civil Engineering,DataBase Management System
53674148,yuruxwtv,Electrical and Electronic Engineering,DataBase Management System
18200922,sszqqsyr,Electrical and Electronic Engineering,Application
19779817,xryzxxzr,Mechanical Engineering,DataBase Management System
22788092,szqyyxss,Mechanical Engineering,Operating System
98532383,tytstvyz,Metallurgical Engineering,Operating System
20088026,wsqyyqqs,Metallurgical Engineering,Application
24183386,wyttyrus,Computer Science and Engineering,Machine Learning
99576725,vsxwxvzz,Civil Engineering,Machine Learning
19216047,xuqwrszr,Mechanical Engineering,Application
23423932,stztsuts,Civil Engineering,DataBase Management System
53267154,uvrxwstv,Electrical and Electronic Engineering,Application
14103232,ststqrur,Metallurgical Engineering,Operating System
17127475,vxuxsrxr,Metallurgical Engineering,DataBase Management System
97832672,sxwstyxz,Mechanical Engineering,Machine Learning
82414505,vqvurusy,Mechanical Engineering,Operating System
4991927,xszrzzu,Mechanical Engineering,DataBase Management System
19192007,xqqszrzr,Computer Science and Engineering,Operating System
25759769,zwxzvxvs,Electrical and Electronic Engineering,Operating System
7343188,yyrtutx,Chemical Engineering,Application
71813549,zuvtryrx,Metallurgical Engineering,DataBase Management System
21042237,xtssuqrs,Civil Engineering,Machine Learning
43617452,svuxrwtu,Metallurgical Engineering,Operating System
91417771,rxxxrurz,Computer Science and Engineering,DataBase Management System
40228652,svwyssqu,Metallurgical Engineering,Application
66732941,ruzstxww,Electronic and Communication Engineering,DataBase Management System
92008004,uqqyqqsz,Civil Engineering,Operating System
71923777,xxxtszrx,Metallurgical Engineering,Machine Learning
30556937,xtzwvvqt,Chemical Engineering,DataBase Management System
73454636,wtwuvutx,Computer Science and Engineering,Operating System
44211654,uvwrrsuu,Chemical Engineering,Application
88311376,wxtrrtyy,Electrical and Electronic Engineering,Operating System
6254881,ryyuvsw,Mechanical Engineering,Machine Learning
1473263,twstxur,Chemical Engineering,DataBase Management System
59885229,zssvyyzv,Mechanical Engineering,Operating System
19599933,ttzzzvzr,Metallurgical Engineering,Application
23360079,zxqqwtts,Electronic and Communication Engineering,Operating System
98120351,rvtqsryz,Electronic and Communication Engineering,DataBase Management System
94332021,rsqsttuz,Electrical and Electronic Engineering,DataBase Management System
21678429,zsuyxwrs,Electrical and Electronic Engineering,DataBase Management System
13290522,ssvqzstr,Civil Engineering,Machine Learning
55042428,ysusuqvv,Civil Engineering,DataBase Management System
40361048,yuqrwtqu,Metallurgical Engineering,Machine Learning
10124184,uyrusrqr,Metallurgical Engineering,Machine Learning
71082696,wzwsyqrx,Metallurgical Engineering,Machine Learning
41143638,ytwturru,Civil Engineering,Application
51211201,rqsrrsrv,Civil Engineering,Machine Learning
61970897,xzyqxzrw,Metallurgical Engineering,DataBase Management System
92509593,tzvzqvsz,Computer Science and Engineering,DataBase Management System
89389686,wywzytzy,Mechanical Engineering,DataBase Management System
26208372,sxtyqsws,Civil Engineering,Application
98471340,qutrxuyz,Civil Engineering,DataBase Management System
38988863,twyyyzyt,Chemical Engineering,Machine Learning
70202111,rrrsqsqx,Mechanical Engineering,Application
36019288,yyszrqwt,Electronic and Communication Engineering,DataBase Management System
92033312,srtttqsz,Computer Science and Engineering,Machine Learning
43649777,xxxzuwtu,Computer Science and Engineering,Application
28230696,wzwqtsys,Civil Engineering,Operating System
53260498,yzuqwstv,Electronic and Communication Engineering,DataBase Management System
78403430,qtutquyx,Computer Science and Engineering,Machine Learning
74427606,wqwxsuux,Metallurgical Engineering,Operating System
20090164,uwrqzqqs,Mechanical Engineering,Machine Learning
89858125,vsryvyzy,Mechanical Engineering,Application
34806001,rqqwqyut,Mechanical Engineering,Application
19666936,wtzwwwzr,Metallurgical Engineering,DataBase Management System
2621741,ruxrsws,Computer Science and Engineering,DataBase Management System
67305176,wxrvqtxw,Electronic and Communication Engineering,Application
5760485,vyuqwxv,Mechanical Engineering,Application
91835215,vrsvtyrz,Civil Engineering,Machine Learning
27728107,xqrysxxs,Computer Science and Engineering,Operating System
81032329,zststqry,Metallurgical Engineering,DataBase Management System
22106425,vsuwqrss,Electronic and Communication Engineering,Operating System
30812492,szusryqt,Electrical and Electronic Engineering,DataBase Management System
12166678,yxwwwrsr,Metallurgical Engineering,Operating System
15310679,zxwqrtvr,Computer Science and Engineering,DataBase Management System
11370029,zsqqxtrr,Civil Engineering,Operating System
25817342,sutxryvs,Chemical Engineering,Operating System
9207536,wtvxqsz,Computer Science and Engineering,Machine Learning
23238513,trvytsts,Computer Science and Engineering,Machine Learning
30489381,rytzyuqt,Computer Science and Engineering,Machine Learning
8522343,tutssvy,Metallurgical Engineering,Operating System
50003793,tzxtqqqv,Chemical Engineering,Operating System
64695847,xuyvzwuw,Electrical and Electronic Engineering,DataBase Management System
9667688,yywxwwz,Metallurgical Engineering,DataBase Management System
58171397,xztrxryv,Civil Engineering,Operating System
9464017,xrquwuz,Civil Engineering,Application
4200271,rxsqqsu,Civil Engineering,Machine Learning
61443638,ytwtuurw,Metallurgical Engineering,DataBase Management System
4649472,sxuzuwu,Chemical Engineering,Machine Learning
1376506,wqvwxtr,Chemical Engineering,DataBase Management System
73632015,vrqstwtx,Electrical and Electronic Engineering,DataBase Management System
64258562,swvyvsuw,Electrical and Electronic Engineering,DataBase Management System
94018544,uuvyrquz,Computer Science and Engineering,DataBase Management System
78085296,wzsvyqyx,Chemical Engineering,Machine Learning
83364583,tyvuwtty,Civil Engineering,DataBase Management System
47370849,zuyqxtxu,Electrical and Electronic Engineering,Machine Learning
63232049,zuqststw,Electrical and Electronic Engineering,Machine Learning
35293837,xtytzsvt,Electronic and Communication Engineering,Application
93389636,wtwzyttz,Chemical Engineering,Application
31981873,txyryzrt,Electrical and Electronic Engineering,Operating System
62218704,uqxyrssw,Chemical Engineering,Machine Learning
93728735,vtxysxtz,Civil Engineering,Application
81239154,uvrztsry,Electrical and Electronic Engineering,Machine Learning
89918268,ywsyrzzy,Metallurgical Engineering,DataBase Management System
17090089,zyqqzqxr,Electrical and Electronic Engineering,DataBase Management System
87033900,qqzttqxy,Civil Engineering,Machine Learning
65516281,ryswrvvw,Metallurgical Engineering,DataBase Management System
63468283,tysywutw,Electrical and Electronic Engineering,Machine Learning
85680072,sxqqywvy,Civil Engineering,Application
62355729,zsxvvtsw,Computer Science and Engineering,Application
94396275,vxswztuz,Mechanical Engineering,Operating System
88040950,qvzquqyy,Metallurgical Engineering,Machine Learning
59699316,wrtzzwzv,Mechanical Engineering,Operating System
4517279,zxsxrvu,Electronic and Communication Engineering,Operating System
77573634,utwtxvxx,Mechanical Engineering,DataBase Management System
9245872,sxyvusz,Mechanical Engineering,Application
88057115,vrrxvqyy,Chemical Engineering,Application
81071867,xwyrxqry,Computer Science and Engineering,Machine Learning
25195203,tqsvzrvs,Civil Engineering,Machine Learning
23928959,zvzyszts,Metallurgical Engineering,Application
16716174,uxrwrxwr,Chemical Engineering,DataBase Management System
7687029,zsqxywx,Computer Science and Engineering,Application
49124765,vwxusrzu,Civil Engineering,DataBase Management System
51669664,uwwzwwrv,Computer Science and Engineering,DataBase Management System
80245610,qrwvusqy,Chemical Engineering,Operating System
3698822,ssyyzwt,Electronic and Communication Engineering,Application
99959894,uzyzvzzz,Electronic and Communication Engineering,Application
82214330,qtturssy,Mechanical Engineering,Machine Learning
67235978,yxzvtsxw,Computer Science and Engineering,Machine Learning
10884918,yrzuyyqr,Computer Science and Engineering,Machine Learning
89602214,urssqwzy,Chemical Engineering,Machine Learning
42868607,xqwywysu,Electrical and Electronic Engineering,Application
72574097,xzquxvsx,Chemical Engineering,Operating System
31828873,txyysyrt,Electrical and Electronic Engineering,Application
94920820,qsyqszuz,Civil Engineering,Operating System
41690500,qqvqzwru,Electrical and Electronic Engineering,Machine Learning
54785602,sqwvyxuv,Metallurgical Engineering,Operating System
63138692,szwytrtw,Metallurgical Engineering,Operating System
22912585,vyvsrzss,Chemical Engineering,Application
38783819,zrytyxyt,Electrical and Electronic Engineering,Operating System
79493123,tsrtzuzx,Computer Science and Engineering,Application
75395266,wwsvztvx,Electrical and Electronic Engineering,Application
36178032,stqyxrwt,Civil Engineering,Operating System
32791818,yryrzxst,Metallurgical Engineering,Operating System
85407683,tywxquvy,Computer Science and Engineering,Operating System
15054369,zwtuvqvr,Computer Science and Engineering,Machine Learning
91613287,xystrwrz,Chemical Engineering,Machine Learning
34288484,uyuyysut,Electronic and Communication Engineering,DataBase Management System
59638592,szvytwzv,Electronic and Communication Engineering,Application
30547577,xxvxuvqt,Civil Engineering,Application
87540274,uxsquvxy,Chemical Engineering,Application
45713141,rurtrxvu,Chemical Engineering,Operating System
31429043,tuqzsurt,Computer Science and Engineering,Application
19101091,rzqrqrzr,Metallurgical Engineering,Machine Learning
31067382,sytxwqrt,Electrical and Electronic Engineering,DataBase Management System
21746414,uruwuxrs,Electrical and Electronic Engineering,Machine Learning
29038321,rstytqzs,Chemical Engineering,Machine Learning
45006627,xswwqqvu,Civil Engineering,Operating System
83103355,vvttqrty,Mechanical Engineering,Operating System
26690633,ttwqzwws,Mechanical Engineering,DataBase Management System
25888421,rsuyyyvs,Computer Science and Engineering,Operating System
18860943,tuzqwyyr,Electronic and Communication Engineering,Application
9955618,yrwvvzz,Computer Science and Engineering,Machine Learning
79063233,ttstwqzx,Metallurgical Engineering,DataBase Management System
74210586,wyvqrsux,Civil Engineering,Machine Learning
1816744,uuxwryr,Electrical and Electronic Engineering,Application
2200241,rusqqss,Metallurgical Engineering,Application
57095430,qtuvzqxv,Mechanical Engineering,DataBase Management System
94282253,tvssysuz,Mechanical Engineering,DataBase Management System
61224097,xzqussrw,Electrical and Electronic Engineering,DataBase Management System
8175654,uvwvxry,Metallurgical Engineering,Application
39418951,rvzyruzt,Electrical and Electronic Engineering,Application
21025074,uxqvsqrs,Computer Science and Engineering,Machine Learning
78814887,xyyuryyx,Civil Engineering,DataBase Management System
91176922,sszwxrrz,Metallurgical Engineering,DataBase Management System
42703479,zxutqxsu,Electronic and Communication Engineering,DataBase Management System
5264218,yrsuwsv,Metallurgical Engineering,Operating System
55954413,truuvzvv,Civil Engineering,DataBase Management System
81583552,svvtyvry,Metallurgical Engineering,DataBase Management System
16343629,zswtutwr,Mechanical Engineering,DataBase Management System
65179479,zxuzxrvw,Electronic and Communication Engineering,Machine Learning
99835898,yzyvtyzz,Computer Science and Engineering,Machine Learning
46006486,wyuwqqwu,Computer Science and Engineering,Operating System
13504605,vqwuqvtr,Mechanical Engineering,Machine Learning
63441285,vysruutw,Electronic and Communication Engineering,Machine Learning
51764187,xyruwxrv,Electrical and Electronic Engineering,DataBase Management System
86545640,quwvuvwy,Chemical Engineering,Operating System
39597744,uuxxzvzt,Electronic and Communication Engineering,Application
29178582,syvyxrzs,Metallurgical Engineering,DataBase Management System
97819138,ytrzryxz,Electronic and Communication Engineering,Application
76719556,wvvzrxwx,Civil Engineering,Operating System
95158084,uyqyvrvz,Electrical and Electronic Engineering,Operating System
12643026,wsqtuwsr,Metallurgical Engineering,DataBase Management System
67885291,rzsvyyxw,Electronic and Communication Engineering,Machine Learning
51720498,yzuqsxrv,Chemical Engineering,DataBase Management System
2662074,uxqswws,Chemical Engineering,Operating System
11869173,txrzwyrr,Civil Engineering,DataBase Management System
47301562,swvrqtxu,Metallurgical Engineering,Machine Learning
42554619,zrwuvvsu,Computer Science and Engineering,DataBase Management System
75612484,uyusrwvx,Electrical and Electronic Engineering,Machine Learning
55637757,xvxxtwvv,Civil Engineering,Machine Learning
52290453,tvuqzssv,Electrical and Electronic Engineering,DataBase Management System
42104997,xzzuqrsu,Mechanical Engineering,Operating System
6327851,rvyxstw,Metallurgical Engineering,Machine Learning
74087600,qqwxyqux,Electrical and Electronic Engineering,Machine Learning
70104758,yvxuqrqx,Computer Science and Engineering,Application
76162794,uzxswrwx,Mechanical Engineering,DataBase Management System
84046731,rtxwuquy,Metallurgical Engineering,Machine Learning
7749784,uyxzuxx,Electrical and Electronic Engineering,DataBase Management System
27803559,zvvtqyxs,Computer Science and Engineering,Application
20600346,wutqqwqs,Civil Engineering,Operating System
40932083,tyqstzqu,Computer Science and Engineering,Operating System
97819014,urqzryxz,Civil Engineering,Application
7012620,qswsrqx,Metallurgical Engineering,Application
94700475,vxuqqxuz,Electronic and Communication Engineering,DataBase Management System
49206207,xqswqszu,Chemical Engineering,Operating System
64052317,xrtsvquw,Metallurgical Engineering,DataBase Management System
50323292,szststqv,Civil Engineering,Application
26437492,szuxtuws,Metallurgical Engineering,Application
65504982,syzuqvvw,Electrical and Electronic Engineering,Operating System
92400997,xzzqqusz,Electronic and Communication Engineering,Operating System
87533052,svqttvxy,Metallurgical Engineering,DataBase Management System
18962527,xsvswzyr,Computer Science and Engineering,Machine Learning
7708512,srvyqxx,Computer Science and Engineering,DataBase Management System
36881308,yqtryywt,Computer Science and Engineering,Machine Learning
41307419,zruxqtru,Electrical and Electronic Engineering,Operating System
51930641,ruwqtzrv,Electronic and Communication Engineering,DataBase Management System
24134928,yszutrus,Civil Engineering,Application
19099356,wvtzzqzr,Chemical Engineering,DataBase Management System
86699805,vqyzzwwy,Computer Science and Engineering,DataBase Management System
39699132,strzzwzt,Metallurgical Engineering,Operating System
16577005,vqqxxvwr,Metallurgical Engineering,Machine Learning
13995580,qyvvzztr,Electrical and Electronic Engineering,DataBase Management System
41382461,rwusytru,Mechanical Engineering,Machine Learning
75516976,wxzwrvvx,Mechanical Engineering,Application
38720482,syuqsxyt,Electronic and Communication Engineering,Application
17765053,tvqvwxxr,Civil Engineering,Operating System
27047041,ruqxuqxs,Electronic and Communication Engineering,Operating System
2030856,wvyqtqs,Electronic and Communication Engineering,DataBase Management System
46774017,xrquxxwu,Electrical and Electronic Engineering,Application
3486574,uxvwyut,Computer Science and Engineering,Operating System
95628354,uvtyswvz,Mechanical Engineering,Machine Learning
33349600,qqwzuttt,Electronic and Communication Engineering,DataBase Management System
76740917,xrzquxwx,Computer Science and Engineering,DataBase Management System
45748811,rryyuxvu,Metallurgical Engineering,DataBase Management System
16043535,vtvtuqwr,Electronic and Communication Engineering,DataBase Management System
96061693,tzwrwqwz,Civil Engineering,Machine Learning
3275053,tvqvxst,Mechanical Engineering,Machine Learning
91032783,tyxstqrz,Mechanical Engineering,DataBase Management System
15909320,qstzqzvr,Metallurgical Engineering,Machine Learning
74606681,rywwqwux,Computer Science and Engineering,Application
81869351,rvtzwyry,Electrical and Electronic Engineering,Application
57745226,wssvuxxv,Civil Engineering,DataBase Management System
27357015,vrqxvtxs,Mechanical Engineering,Machine Learning
28095152,svrvzqys,Computer Science and Engineering,Application
36206953,tvzwqswt,Civil Engineering,DataBase Management System
84785045,vuqvyxuy,Metallurgical Engineering,Operating System
37967553,tvvxwzxt,Electrical and Electronic Engineering,Operating System
40441580,qyvruuqu,Mechanical Engineering,Machine Learning
98754767,xwxuvxyz,Computer Science and Engineering,Application
5401861,rwyrquv,Electrical and Electronic Engineering,Application
6476035,vtqwxuw,Mechanical Engineering,Application
91492121,rsrszurz,Metallurgical Engineering,Application
75374925,vszuxtvx,Chemical Engineering,Operating System
7572270,qxssxvx,Computer Science and Engineering,Operating System
76317866,wwyxrtwx,Mechanical Engineering,DataBase Management System
42343604,uqwtutsu,Computer Science and Engineering,Operating System
4849138,ytrzuyu,Computer Science and Engineering,Machine Learning
37031891,rzyrtqxt,Metallurgical Engineering,DataBase Management System
28937312,srtxtzys,Electrical and Electronic Engineering,DataBase Management System
63812467,xwusrytw,Electrical and Electronic Engineering,DataBase Management System
19419675,vxwzruzr,Chemical Engineering,DataBase Management System
79687207,xqsxywzx,Electrical and Electronic Engineering,Machine Learning
80928192,szryszqy,Chemical Engineering,DataBase Management System
21968115,vrrywzrs,Electrical and Electronic Engineering,Machine Learning
72031496,wzurtqsx,Metallurgical Engineering,Application
53855832,styvvytv,Chemical Engineering,Machine Learning
78767534,utvxwxyx,Metallurgical Engineering,Machine Learning
99128519,zrvysrzz,Electrical and Electronic Engineering,DataBase Management System
30402021,rsqsquqt,Civil Engineering,Application
89729307,xqtzsxzy,Electrical and Electronic Engineering,Application
29628721,rsxyswzs,Mechanical Engineering,Machine Learning
9425130,qtrvsuz,Mechanical Engineering,Operating System
1359514,urvzvtr,Computer Science and Engineering,Application
94691932,stzrzwuz,Electrical and Electronic Engineering,Application
52421969,zwzrsusv,Computer Science and Engineering,DataBase Management System
32229270,qxszssst,Metallurgical Engineering,Operating System
48514813,tryurvyu,Civil Engineering,Application
85700114,urrqqxvy,Electronic and Communication Engineering,Operating System
44102262,swssqruu,Electrical and Electronic Engineering,Application
35900491,rzuqqzvt,Electrical and Electronic Engineering,Operating System
87881251,rvsryyxy,Metallurgical Engineering,Machine Learning
32665013,trqvwwst,Electronic and Communication Engineering,Machine Learning
35880703,tqxqyyvt,Chemical Engineering,Machine Learning
26014073,txqurqws,Mechanical Engineering,Application
52702283,tyssqxsv,Electrical and Electronic Engineering,Machine Learning
88451717,xrxrvuyy,Electrical and Electronic Engineering,Operating System
39525521,rsvvsvzt,Electrical and Electronic Engineering,Machine Learning
92113176,wxrtrrsz,Mechanical Engineering,DataBase Management System
61404541,ruvuqurw,Metallurgical Engineering,DataBase Management System
97796454,uvuwzxxz,Electronic and Communication Engineering,DataBase Management System
59320464,uwuqstzv,Electronic and Communication Engineering,DataBase Management System
11652262,swssvwrr,Computer Science and Engineering,Operating System
56447599,zzvxuuwv,Computer Science and Engineering,DataBase Management System
99294280,qysuzszz,Mechanical Engineering,Operating System
63211914,urzrrstw,Metallurgical Engineering,Machine Learning
66596266,wwswzvww,Metallurgical Engineering,Application
61583451,rvutyvrw,Chemical Engineering,Machine Learning
68721004,uqqrsxyw,Metallurgical Engineering,Application
65522975,vxzssvvw,Computer Science and Engineering,Application
97357874,uxyxvtxz,Civil Engineering,DataBase Management System
82607397,xztxqwsy,Metallurgical Engineering,DataBase Management System
2997449,zuuxzzs,Computer Science and Engineering,Operating System
34879637,xtwzxyut,Computer Science and Engineering,DataBase Management System
6456609,zqwwvuw,Mechanical Engineering,Application
86298058,yvqyzswy,Electronic and Communication Engineering,DataBase Management System
39003213,trstqqzt,Mechanical Engineering,Application
84837651,rvwxtyuy,Civil Engineering,Machine Learning
78393578,yxvtztyx,Electronic and Communication Engineering,Operating System
62239760,qwxztssw,Civil Engineering,Operating System
89410014,urqqruzy,Computer Science and Engineering,Operating System
59426477,xxuwsuzv,Electronic and Communication Engineering,DataBase Management System
1373778,yxxtxtr,Computer Science and Engineering,Machine Learning
97718976,wxzyrxxz,Metallurgical Engineering,Operating System
45963082,syqtwzvu,Electronic and Communication Engineering,Application
78074,uxqyx,Metallurgical Engineering,Operating System
45608125,vsryqwvu,Computer Science and Engineering,DataBase Management System
80256930,qtzwvsqy,Metallurgical Engineering,DataBase Management System
87518928,yszyrvxy,Metallurgical Engineering,Operating System
23451617,xrwrvuts,Computer Science and Engineering,Machine Learning
71755526,wsvvvxrx,Metallurgical Engineering,Machine Learning
4933271,rxsttzu,Electrical and Electronic Engineering,Application
86968601,rqwywzwy,Computer Science and Engineering,Operating System
17164849,zuyuwrxr,Chemical Engineering,Operating System
56743442,suutuxwv,Computer Science and Engineering,Operating System
18130143,turqtryr,Metallurgical Engineering,Application
83238355,vvtytsty,Metallurgical Engineering,Operating System
71155545,vuvvvrrx,Mechanical Engineering,Operating System
35896187,xyrwzyvt,Computer Science and Engineering,Operating System
74320359,zvtqstux,Electrical and Electronic Engineering,Application
74432251,rvsstuux,Computer Science and Engineering,Machine Learning
79763964,uwztwxzx,Electrical and Electronic Engineering,Machine Learning
28051497,xzurvqys,Mechanical Engineering,Operating System
93607795,vzxxqwtz,Civil Engineering,Machine Learning
90012774,uxxsrqqz,Electronic and Communication Engineering,Operating System
61162074,uxqswrrw,Computer Science and Engineering,Machine Learning
66106240,quswqrww,Computer Science and Engineering,Application
87386712,srxwytxy,Computer Science and Engineering,Application
90387504,uqvxytqz,Electronic and Communication Engineering,Operating System
90781201,rqsryxqz,Computer Science and Engineering,DataBase Management System
95465919,zrzvwuvz,Chemical Engineering,DataBase Management System
93922984,uyzssztz,Electrical and Electronic Engineering,DataBase Management System
49338646,wuwyttzu,Computer Science and Engineering,Operating System
9068658,yvwywqz,Civil Engineering,DataBase Management System
54406601,rqwwquuv,Computer Science and Engineering,Application
36606902,sqzwqwwt,Metallurgical Engineering,Operating System
38701069,zwqrqxyt,Electronic and Communication Engineering,Machine Learning
70005952,svzvqqqx,Electronic and Communication Engineering,Machine Learning
63416890,qzywrutw,Civil Engineering,Application
96522208,yqsssvwz,Civil Engineering,Machine Learning
69988270,qxsyyzzw,Computer Science and Engineering,Machine Learning
1694618,yrwuzwr,Civil Engineering,Operating System
28452508,yqvsvuys,Civil Engineering,Application
52912078,yxqsrzsv,Metallurgical Engineering,Operating System
31499039,ztqzzurt,Mechanical Engineering,Machine Learning
17733066,wwqttxxr,Electronic and Communication Engineering,Application
71418267,xwsyrurx,Electrical and Electronic Engineering,Operating System
67487703,tqxxyuxw,Civil Engineering,Operating System
